"assignment","user","typeid","type","stepid","step","updatedon"
2090,User_123,3,Submission,2,Comparison,2022-06-18 00:44:48
1289,User_248,3,Submission,2,Comparison,2022-06-18 20:27:30
1807,User_248,3,Submission,2,Comparison,2022-06-18 20:32:58
1815,User_248,3,Submission,2,Comparison,2022-06-18 20:34:22
1563,User_248,3,Submission,2,Comparison,2022-06-18 20:37:32
1813,User_248,3,Submission,2,Comparison,2022-06-18 20:43:06
2138,User_342,3,Submission,1,Analysis,2022-06-20 05:39:24
2138,User_342,1,Current,2,Comparison,2022-06-20 05:39:24
2015,User_341,3,Submission,1,Analysis,2022-06-19 13:11:13
2015,User_341,1,Current,2,Comparison,2022-06-19 13:11:13
1950,User_345,1,Current,1,Analysis,2022-06-19 13:11:36
1950,User_345,3,Submission,1,Analysis,2022-06-19 13:11:54
2015,User_341,3,Submission,2,Comparison,2022-06-19 13:18:55
2016,User_341,3,Submission,1,Analysis,2022-06-19 13:21:37
2016,User_341,1,Current,2,Comparison,2022-06-19 13:21:37
1950,User_345,1,Current,2,Comparison,2022-06-19 13:31:44
1954,User_345,1,Current,1,Analysis,2022-06-19 13:33:19
1954,User_345,3,Submission,1,Analysis,2022-06-19 13:33:23
2016,User_341,3,Submission,2,Comparison,2022-06-19 13:35:06
2017,User_341,3,Submission,1,Analysis,2022-06-19 13:37:26
2017,User_341,1,Current,2,Comparison,2022-06-19 13:37:26
2017,User_341,3,Submission,2,Comparison,2022-06-19 13:46:08
2018,User_341,3,Submission,1,Analysis,2022-06-19 13:47:26
2033,User_341,1,Current,1,Analysis,2022-06-19 16:21:37
1954,User_345,1,Current,2,Comparison,2022-06-19 16:19:30
2138,User_342,3,Submission,2,Comparison,2022-06-20 05:43:41
2018,User_341,1,Current,2,Comparison,2022-06-19 16:20:20
2018,User_341,3,Submission,2,Comparison,2022-06-19 16:20:26
1955,User_345,1,Current,1,Analysis,2022-06-19 16:22:45
1955,User_345,3,Submission,1,Analysis,2022-06-19 16:22:47
2095,User_341,1,Current,1,Analysis,2022-06-19 16:28:27
2096,User_341,1,Current,1,Analysis,2022-06-19 16:31:39
1956,User_345,3,Submission,1,Analysis,2022-06-19 16:32:43
2097,User_341,1,Current,1,Analysis,2022-06-19 16:40:03
2136,User_342,3,Submission,1,Analysis,2022-06-20 05:44:11
2098,User_341,1,Current,1,Analysis,2022-06-19 16:45:04
2033,User_341,3,Submission,1,Analysis,2022-06-19 16:45:47
2033,User_341,1,Current,2,Comparison,2022-06-19 16:45:47
1951,User_345,3,Submission,1,Analysis,2022-06-19 16:47:39
2033,User_341,3,Submission,2,Comparison,2022-06-19 16:52:38
2136,User_342,1,Current,2,Comparison,2022-06-20 05:44:11
2095,User_341,3,Submission,1,Analysis,2022-06-19 16:54:35
2095,User_341,1,Current,2,Comparison,2022-06-19 16:54:35
2095,User_341,3,Submission,2,Comparison,2022-06-19 16:58:22
2096,User_341,3,Submission,1,Analysis,2022-06-19 16:59:00
2096,User_341,1,Current,2,Comparison,2022-06-19 17:01:46
2096,User_341,3,Submission,2,Comparison,2022-06-19 17:01:50
2136,User_342,3,Submission,2,Comparison,2022-06-20 05:45:12
2097,User_341,3,Submission,1,Analysis,2022-06-19 17:02:16
2102,User_345,1,Current,1,Analysis,2022-06-19 19:53:22
2097,User_341,1,Current,2,Comparison,2022-06-19 17:17:50
2102,User_345,3,Submission,1,Analysis,2022-06-19 19:53:25
2139,User_342,3,Submission,1,Analysis,2022-06-20 05:45:25
2139,User_342,1,Current,2,Comparison,2022-06-20 05:45:25
2097,User_341,3,Submission,2,Comparison,2022-06-19 17:18:14
2098,User_341,3,Submission,1,Analysis,2022-06-19 17:18:56
2098,User_341,1,Current,2,Comparison,2022-06-19 17:30:30
1957,User_345,3,Submission,1,Analysis,2022-06-19 17:56:53
2100,User_345,1,Current,1,Analysis,2022-06-19 19:11:14
2100,User_345,3,Submission,1,Analysis,2022-06-19 19:11:17
2101,User_345,1,Current,1,Analysis,2022-06-19 19:43:49
1953,User_345,3,Submission,1,Analysis,2022-06-19 19:35:27
2101,User_345,3,Submission,1,Analysis,2022-06-19 19:43:52
2139,User_342,3,Submission,2,Comparison,2022-06-20 05:47:26
2100,User_345,1,Current,2,Comparison,2022-06-22 18:00:08
1953,User_345,1,Current,2,Comparison,2022-06-22 18:00:29
2101,User_345,1,Current,2,Comparison,2022-06-22 18:00:50
2103,User_345,1,Current,2,Comparison,2022-06-22 18:01:28
2103,User_345,1,Current,1,Analysis,2022-06-19 20:06:06
2103,User_345,3,Submission,1,Analysis,2022-06-19 20:06:09
2032,User_140,3,Submission,1,Analysis,2022-06-19 20:11:50
2032,User_140,1,Current,2,Comparison,2022-06-19 20:11:50
2032,User_140,3,Submission,2,Comparison,2022-06-19 20:15:03
2149,User_208,3,Submission,1,Analysis,2022-06-20 14:34:43
2149,User_208,1,Current,2,Comparison,2022-06-20 14:34:43
2102,User_345,1,Current,2,Comparison,2022-06-22 18:01:08
2104,User_140,3,Submission,1,Analysis,2022-06-19 20:15:57
2104,User_140,1,Current,2,Comparison,2022-06-19 20:15:57
2104,User_140,3,Submission,2,Comparison,2022-06-19 20:17:02
2105,User_140,3,Submission,1,Analysis,2022-06-19 20:18:06
2105,User_140,1,Current,2,Comparison,2022-06-19 20:18:06
2160,User_201,3,Submission,2,Comparison,2022-06-20 21:05:33
2105,User_140,3,Submission,2,Comparison,2022-06-19 20:19:58
2106,User_140,3,Submission,1,Analysis,2022-06-19 20:20:45
2106,User_140,1,Current,2,Comparison,2022-06-19 20:20:45
2106,User_140,3,Submission,2,Comparison,2022-06-19 20:22:50
2107,User_140,3,Submission,1,Analysis,2022-06-19 20:23:49
2161,User_201,1,Current,2,Comparison,2022-06-20 21:05:49
2107,User_140,1,Current,2,Comparison,2022-06-19 20:23:49
2107,User_140,3,Submission,2,Comparison,2022-06-19 20:25:27
2108,User_140,3,Submission,1,Analysis,2022-06-19 20:26:35
2108,User_140,1,Current,2,Comparison,2022-06-19 20:26:35
2108,User_140,3,Submission,2,Comparison,2022-06-19 20:27:13
2109,User_140,3,Submission,1,Analysis,2022-06-19 20:28:41
2109,User_140,1,Current,2,Comparison,2022-06-19 20:28:41
2109,User_140,3,Submission,2,Comparison,2022-06-19 20:30:22
2161,User_201,3,Submission,2,Comparison,2022-06-20 21:08:38
2110,User_140,3,Submission,1,Analysis,2022-06-19 20:31:26
2110,User_140,1,Current,2,Comparison,2022-06-19 20:31:26
2110,User_140,3,Submission,2,Comparison,2022-06-19 20:33:04
2111,User_140,3,Submission,1,Analysis,2022-06-19 20:33:47
2111,User_140,1,Current,2,Comparison,2022-06-19 20:33:47
2111,User_140,3,Submission,2,Comparison,2022-06-19 20:34:54
2112,User_140,3,Submission,1,Analysis,2022-06-19 20:36:23
2112,User_140,1,Current,2,Comparison,2022-06-19 20:36:23
929,User_234,3,Submission,2,Comparison,2022-06-19 21:00:33
2112,User_140,3,Submission,2,Comparison,2022-06-19 21:06:59
2113,User_140,3,Submission,1,Analysis,2022-06-19 21:08:05
2113,User_140,1,Current,2,Comparison,2022-06-19 21:08:05
1112,User_234,3,Submission,2,Comparison,2022-06-19 21:09:45
2114,User_234,3,Submission,1,Analysis,2022-06-19 21:11:02
2114,User_234,1,Current,2,Comparison,2022-06-19 21:11:17
2162,User_201,3,Submission,1,Analysis,2022-06-20 21:08:48
2162,User_201,1,Current,2,Comparison,2022-06-20 21:08:48
2113,User_140,3,Submission,2,Comparison,2022-06-19 21:11:24
2115,User_140,3,Submission,1,Analysis,2022-06-19 21:12:13
2115,User_140,1,Current,2,Comparison,2022-06-19 21:12:13
2115,User_140,3,Submission,2,Comparison,2022-06-19 21:14:28
2116,User_140,3,Submission,1,Analysis,2022-06-19 21:14:41
2116,User_140,1,Current,2,Comparison,2022-06-19 21:14:41
2116,User_140,3,Submission,2,Comparison,2022-06-19 21:15:13
2114,User_234,3,Submission,2,Comparison,2022-06-19 21:56:48
2117,User_234,3,Submission,1,Analysis,2022-06-19 22:00:53
2117,User_234,1,Current,2,Comparison,2022-06-19 22:00:53
2117,User_234,3,Submission,2,Comparison,2022-06-19 22:05:15
2118,User_234,3,Submission,1,Analysis,2022-06-19 22:14:23
2118,User_234,1,Current,2,Comparison,2022-06-19 22:14:23
2118,User_234,3,Submission,2,Comparison,2022-06-19 22:22:52
2119,User_234,1,Current,1,Analysis,2022-06-19 22:26:17
2119,User_234,3,Submission,1,Analysis,2022-06-19 22:26:20
2119,User_234,1,Current,2,Comparison,2022-06-19 22:26:20
2119,User_234,3,Submission,2,Comparison,2022-06-19 22:33:32
2120,User_234,1,Current,1,Analysis,2022-06-19 22:35:35
2120,User_234,3,Submission,1,Analysis,2022-06-19 22:35:39
2120,User_234,1,Current,2,Comparison,2022-06-19 22:35:39
2120,User_234,3,Submission,2,Comparison,2022-06-19 22:39:37
2121,User_234,1,Current,1,Analysis,2022-06-19 22:42:37
2121,User_234,3,Submission,1,Analysis,2022-06-19 22:42:39
2121,User_234,1,Current,2,Comparison,2022-06-19 22:42:39
2121,User_234,3,Submission,2,Comparison,2022-06-19 22:46:17
2122,User_234,1,Current,1,Analysis,2022-06-19 22:47:57
2122,User_234,3,Submission,1,Analysis,2022-06-19 22:48:02
2122,User_234,1,Current,2,Comparison,2022-06-19 22:48:02
2122,User_234,3,Submission,2,Comparison,2022-06-19 22:49:40
2123,User_234,1,Current,1,Analysis,2022-06-19 22:56:18
2123,User_234,3,Submission,1,Analysis,2022-06-19 22:56:20
2123,User_234,1,Current,2,Comparison,2022-06-19 22:56:20
2123,User_234,3,Submission,2,Comparison,2022-06-19 23:09:23
2124,User_234,3,Submission,1,Analysis,2022-06-19 23:14:50
2124,User_234,1,Current,2,Comparison,2022-06-19 23:14:50
2124,User_234,3,Submission,2,Comparison,2022-06-19 23:20:55
2125,User_234,1,Current,1,Analysis,2022-06-19 23:24:27
2125,User_234,3,Submission,1,Analysis,2022-06-19 23:24:31
2125,User_234,1,Current,2,Comparison,2022-06-19 23:24:31
2125,User_234,3,Submission,2,Comparison,2022-06-19 23:27:35
2127,User_342,3,Submission,1,Analysis,2022-06-20 03:32:29
2127,User_342,1,Current,2,Comparison,2022-06-20 03:32:29
2127,User_342,3,Submission,2,Comparison,2022-06-20 03:38:11
2128,User_342,3,Submission,1,Analysis,2022-06-20 03:38:32
2128,User_342,1,Current,2,Comparison,2022-06-20 03:38:32
2128,User_342,3,Submission,2,Comparison,2022-06-20 03:40:00
2129,User_342,3,Submission,1,Analysis,2022-06-20 03:40:59
2129,User_342,1,Current,2,Comparison,2022-06-20 03:40:59
2129,User_342,3,Submission,2,Comparison,2022-06-20 03:42:41
2130,User_342,3,Submission,1,Analysis,2022-06-20 03:43:41
2132,User_342,3,Submission,1,Analysis,2022-06-20 03:51:47
2132,User_342,1,Current,2,Comparison,2022-06-20 03:51:47
2132,User_342,3,Submission,2,Comparison,2022-06-20 03:58:00
2133,User_342,3,Submission,1,Analysis,2022-06-20 03:59:04
2133,User_342,1,Current,2,Comparison,2022-06-20 03:59:04
2133,User_342,3,Submission,2,Comparison,2022-06-20 05:33:31
2134,User_342,3,Submission,1,Analysis,2022-06-20 05:33:49
2134,User_342,1,Current,2,Comparison,2022-06-20 05:33:49
2134,User_342,3,Submission,2,Comparison,2022-06-20 05:36:26
2140,User_352,1,Current,1,Analysis,2022-06-20 13:45:16
2140,User_352,3,Submission,1,Analysis,2022-06-20 13:47:11
2140,User_352,1,Current,2,Comparison,2022-06-20 13:47:11
2140,User_352,3,Submission,2,Comparison,2022-06-20 13:56:08
2141,User_352,3,Submission,1,Analysis,2022-06-20 14:08:39
2162,User_201,3,Submission,2,Comparison,2022-06-20 21:11:12
2141,User_352,1,Current,2,Comparison,2022-06-20 14:17:23
2141,User_352,3,Submission,2,Comparison,2022-06-20 14:17:44
2142,User_352,1,Current,1,Analysis,2022-06-20 14:19:56
2142,User_352,3,Submission,1,Analysis,2022-06-20 14:20:04
2142,User_352,1,Current,2,Comparison,2022-06-20 14:20:04
2144,User_208,1,Current,1,Analysis,2022-06-20 14:27:36
2142,User_352,3,Submission,2,Comparison,2022-06-20 14:28:35
2144,User_208,3,Submission,1,Analysis,2022-06-20 14:28:37
2144,User_208,1,Current,2,Comparison,2022-06-20 14:28:37
2163,User_201,3,Submission,1,Analysis,2022-06-20 21:11:22
2163,User_201,1,Current,2,Comparison,2022-06-20 21:11:22
2145,User_352,1,Current,1,Analysis,2022-06-20 14:31:07
2145,User_352,3,Submission,1,Analysis,2022-06-20 14:31:16
2143,User_208,1,Current,1,Analysis,2022-06-20 14:31:45
2143,User_208,3,Submission,1,Analysis,2022-06-20 14:31:59
2143,User_208,1,Current,2,Comparison,2022-06-20 14:31:59
2146,User_208,3,Submission,1,Analysis,2022-06-20 14:33:01
2146,User_208,1,Current,2,Comparison,2022-06-20 14:33:01
2147,User_208,3,Submission,1,Analysis,2022-06-20 14:33:47
2147,User_208,1,Current,2,Comparison,2022-06-20 14:33:47
2148,User_208,3,Submission,1,Analysis,2022-06-20 14:34:14
2148,User_208,1,Current,2,Comparison,2022-06-20 14:34:14
2145,User_352,1,Current,2,Comparison,2022-06-20 14:42:03
2150,User_208,3,Submission,1,Analysis,2022-06-20 15:03:16
2150,User_208,1,Current,2,Comparison,2022-06-20 15:03:16
2151,User_208,3,Submission,1,Analysis,2022-06-20 15:04:44
2151,User_208,1,Current,2,Comparison,2022-06-20 15:04:44
2152,User_208,3,Submission,1,Analysis,2022-06-20 15:06:24
2152,User_208,1,Current,2,Comparison,2022-06-20 15:06:24
2153,User_208,3,Submission,1,Analysis,2022-06-20 15:07:40
2153,User_208,1,Current,2,Comparison,2022-06-20 15:07:40
2154,User_208,3,Submission,1,Analysis,2022-06-20 15:09:24
2154,User_208,1,Current,2,Comparison,2022-06-20 15:09:24
2155,User_208,3,Submission,1,Analysis,2022-06-20 15:11:05
2155,User_208,1,Current,2,Comparison,2022-06-20 15:11:05
2156,User_208,3,Submission,1,Analysis,2022-06-20 15:15:58
2156,User_208,1,Current,2,Comparison,2022-06-20 15:15:58
2157,User_201,3,Submission,1,Analysis,2022-06-20 20:38:00
2157,User_201,1,Current,2,Comparison,2022-06-20 20:38:00
1631,User_227,3,Submission,2,Comparison,2022-06-20 20:46:37
2157,User_201,3,Submission,2,Comparison,2022-06-20 20:49:32
2158,User_201,3,Submission,1,Analysis,2022-06-20 20:49:42
2158,User_201,1,Current,2,Comparison,2022-06-20 20:49:42
2158,User_201,3,Submission,2,Comparison,2022-06-20 20:58:57
2159,User_201,3,Submission,1,Analysis,2022-06-20 20:59:08
2159,User_201,1,Current,2,Comparison,2022-06-20 20:59:08
2159,User_201,3,Submission,2,Comparison,2022-06-20 21:02:22
2160,User_201,3,Submission,1,Analysis,2022-06-20 21:02:38
2160,User_201,1,Current,2,Comparison,2022-06-20 21:02:38
2161,User_201,3,Submission,1,Analysis,2022-06-20 21:05:49
1632,User_227,3,Submission,2,Comparison,2022-06-20 21:49:08
1633,User_227,3,Submission,2,Comparison,2022-06-20 22:32:26
1642,User_227,3,Submission,1,Analysis,2022-06-20 22:33:04
1642,User_227,1,Current,2,Comparison,2022-06-20 22:56:39
1642,User_227,3,Submission,2,Comparison,2022-06-20 22:56:42
1638,User_227,3,Submission,2,Comparison,2022-06-20 23:05:12
2170,User_313,3,Submission,1,Analysis,2022-06-20 23:40:40
2170,User_313,1,Current,2,Comparison,2022-06-29 14:49:19
2171,User_313,1,Current,2,Comparison,2022-06-29 14:49:35
2171,User_313,3,Submission,1,Analysis,2022-06-20 23:48:51
2172,User_313,3,Submission,1,Analysis,2022-06-20 23:57:50
2173,User_313,3,Submission,1,Analysis,2022-06-21 00:07:25
2173,User_313,1,Current,2,Comparison,2022-06-29 14:50:02
2177,User_313,3,Submission,1,Analysis,2022-06-21 00:24:09
2178,User_247,3,Submission,1,Analysis,2022-06-21 11:04:10
2178,User_247,1,Current,2,Comparison,2022-06-21 11:04:10
2178,User_247,3,Submission,2,Comparison,2022-06-21 11:05:31
1210,User_313,1,Current,2,Comparison,2022-06-29 14:48:25
1211,User_313,1,Current,2,Comparison,2022-06-29 14:48:52
2176,User_313,1,Current,2,Comparison,2022-06-29 14:51:24
2177,User_313,1,Current,2,Comparison,2022-06-29 14:51:36
2179,User_157,1,Current,1,Analysis,2022-06-21 13:02:34
2179,User_157,3,Submission,1,Analysis,2022-06-21 13:02:50
2179,User_157,1,Current,2,Comparison,2022-06-21 13:10:52
2179,User_157,3,Submission,2,Comparison,2022-06-21 13:10:57
2180,User_157,3,Submission,1,Analysis,2022-06-21 13:12:27
2180,User_157,1,Current,2,Comparison,2022-06-21 13:19:29
2180,User_157,3,Submission,2,Comparison,2022-06-21 13:19:32
2181,User_157,3,Submission,1,Analysis,2022-06-21 13:21:34
2190,User_243,1,Current,2,Comparison,2022-06-21 15:37:26
2199,User_318,1,Current,1,Analysis,2022-06-21 18:46:14
2181,User_157,1,Current,2,Comparison,2022-06-21 13:26:05
2182,User_157,1,Current,1,Analysis,2022-06-21 13:29:34
2182,User_157,3,Submission,1,Analysis,2022-06-21 13:29:37
2182,User_157,1,Current,2,Comparison,2022-06-21 13:32:51
2182,User_157,3,Submission,2,Comparison,2022-06-21 13:32:58
2201,User_318,1,Current,1,Analysis,2022-06-21 19:25:34
2201,User_318,3,Submission,1,Analysis,2022-06-21 19:25:37
1825,User_216,1,Current,2,Comparison,2022-06-22 18:12:09
2184,User_157,1,Current,1,Analysis,2022-06-21 13:36:02
2184,User_157,3,Submission,1,Analysis,2022-06-21 13:36:05
2183,User_134,3,Submission,1,Analysis,2022-06-21 13:36:47
2183,User_134,1,Current,2,Comparison,2022-06-21 13:36:47
1913,User_330,3,Submission,2,Comparison,2022-06-21 13:37:51
2184,User_157,1,Current,2,Comparison,2022-06-21 13:42:51
2184,User_157,3,Submission,2,Comparison,2022-06-21 13:42:54
2190,User_243,3,Submission,2,Comparison,2022-06-21 16:16:00
2196,User_318,1,Current,1,Analysis,2022-06-21 18:26:56
2185,User_157,1,Current,1,Analysis,2022-06-21 13:45:45
2185,User_157,3,Submission,1,Analysis,2022-06-21 13:45:49
2183,User_134,3,Submission,2,Comparison,2022-06-21 13:48:38
2186,User_134,3,Submission,1,Analysis,2022-06-21 13:50:55
2186,User_134,1,Current,2,Comparison,2022-06-21 13:50:55
1235,User_134,3,Submission,2,Comparison,2022-06-21 17:20:28
2044,User_353,1,Current,2,Comparison,2022-06-21 14:09:26
2044,User_353,3,Submission,2,Comparison,2022-06-21 14:09:29
2187,User_244,1,Current,1,Analysis,2022-06-21 14:10:04
2187,User_244,3,Submission,1,Analysis,2022-06-21 14:10:33
2188,User_353,1,Current,1,Analysis,2022-06-21 14:12:04
2188,User_353,3,Submission,1,Analysis,2022-06-21 14:12:11
2188,User_353,1,Current,2,Comparison,2022-06-21 14:15:03
2185,User_157,1,Current,2,Comparison,2022-06-21 14:29:34
2215,User_118,3,Submission,2,Comparison,2022-06-21 23:08:15
2187,User_244,1,Current,2,Comparison,2022-06-21 14:12:34
2188,User_353,3,Submission,2,Comparison,2022-06-21 14:15:08
2189,User_244,1,Current,1,Analysis,2022-06-21 14:16:38
2189,User_244,3,Submission,1,Analysis,2022-06-21 14:16:41
2189,User_244,1,Current,2,Comparison,2022-06-21 14:19:22
2186,User_134,3,Submission,2,Comparison,2022-06-21 14:34:38
1637,User_227,3,Submission,2,Comparison,2022-06-21 15:35:01
2190,User_243,3,Submission,1,Analysis,2022-06-21 15:37:26
1235,User_134,1,Current,2,Comparison,2022-06-21 16:07:54
2191,User_243,3,Submission,1,Analysis,2022-06-21 16:16:26
2191,User_243,1,Current,2,Comparison,2022-06-21 16:16:26
2191,User_243,3,Submission,2,Comparison,2022-06-21 16:23:47
2080,User_329,3,Submission,2,Comparison,2022-06-21 16:28:15
1640,User_227,3,Submission,2,Comparison,2022-06-21 16:32:17
2192,User_134,3,Submission,1,Analysis,2022-06-21 17:22:06
2192,User_134,1,Current,2,Comparison,2022-06-21 17:22:06
2192,User_134,3,Submission,2,Comparison,2022-06-21 17:24:01
2193,User_318,1,Current,1,Analysis,2022-06-21 17:54:31
2193,User_318,3,Submission,1,Analysis,2022-06-21 17:54:35
2193,User_318,1,Current,2,Comparison,2022-06-21 17:54:35
2216,User_118,3,Submission,1,Analysis,2022-06-21 23:08:45
2193,User_318,3,Submission,2,Comparison,2022-06-21 17:58:44
2194,User_318,1,Current,1,Analysis,2022-06-21 18:03:05
2194,User_318,3,Submission,1,Analysis,2022-06-21 18:03:07
2194,User_318,1,Current,2,Comparison,2022-06-21 18:03:07
2195,User_150,3,Submission,1,Analysis,2022-06-21 18:04:41
2195,User_150,1,Current,2,Comparison,2022-06-21 18:04:41
2194,User_318,3,Submission,2,Comparison,2022-06-21 18:07:13
2195,User_150,3,Submission,2,Comparison,2022-06-21 18:12:51
2197,User_150,3,Submission,1,Analysis,2022-06-21 18:14:50
2197,User_150,1,Current,2,Comparison,2022-06-21 18:14:50
2197,User_150,3,Submission,2,Comparison,2022-06-21 18:21:13
2216,User_118,1,Current,2,Comparison,2022-06-21 23:08:45
2196,User_318,3,Submission,1,Analysis,2022-06-21 18:26:59
2196,User_318,1,Current,2,Comparison,2022-06-21 18:26:59
2196,User_318,3,Submission,2,Comparison,2022-06-21 18:34:14
2198,User_318,1,Current,1,Analysis,2022-06-21 18:37:07
2198,User_318,3,Submission,1,Analysis,2022-06-21 18:37:09
2198,User_318,1,Current,2,Comparison,2022-06-21 18:37:09
2198,User_318,3,Submission,2,Comparison,2022-06-21 18:44:36
2199,User_318,3,Submission,1,Analysis,2022-06-21 18:46:17
2199,User_318,1,Current,2,Comparison,2022-06-21 18:46:17
2199,User_318,3,Submission,2,Comparison,2022-06-21 18:54:00
2200,User_318,1,Current,1,Analysis,2022-06-21 18:56:28
2200,User_318,3,Submission,1,Analysis,2022-06-21 18:56:30
2200,User_318,1,Current,2,Comparison,2022-06-21 18:56:30
2200,User_318,3,Submission,2,Comparison,2022-06-21 19:24:10
2201,User_318,1,Current,2,Comparison,2022-06-21 19:25:37
2201,User_318,3,Submission,2,Comparison,2022-06-21 19:28:28
2202,User_318,1,Current,1,Analysis,2022-06-21 19:30:06
2202,User_318,3,Submission,1,Analysis,2022-06-21 19:30:09
2217,User_118,3,Submission,1,Analysis,2022-06-21 23:16:55
2217,User_118,1,Current,2,Comparison,2022-06-21 23:16:55
2202,User_318,1,Current,2,Comparison,2022-06-21 19:30:09
2202,User_318,3,Submission,2,Comparison,2022-06-21 19:35:21
2203,User_318,1,Current,1,Analysis,2022-06-21 19:36:45
2203,User_318,3,Submission,1,Analysis,2022-06-21 19:36:47
2203,User_318,1,Current,2,Comparison,2022-06-21 19:36:47
2203,User_318,3,Submission,2,Comparison,2022-06-21 19:52:48
2204,User_318,1,Current,1,Analysis,2022-06-21 19:58:37
2204,User_318,3,Submission,1,Analysis,2022-06-21 19:58:46
2217,User_118,3,Submission,2,Comparison,2022-06-21 23:19:12
2204,User_318,1,Current,2,Comparison,2022-06-21 19:58:46
1639,User_227,3,Submission,2,Comparison,2022-06-21 19:59:37
2204,User_318,3,Submission,2,Comparison,2022-06-21 20:03:08
2205,User_318,1,Current,1,Analysis,2022-06-21 20:07:43
2205,User_318,3,Submission,1,Analysis,2022-06-21 20:07:48
2218,User_118,3,Submission,1,Analysis,2022-06-21 23:19:39
2205,User_318,1,Current,2,Comparison,2022-06-21 20:07:48
2205,User_318,3,Submission,2,Comparison,2022-06-21 20:14:46
2206,User_318,3,Submission,1,Analysis,2022-06-21 20:17:03
2218,User_118,1,Current,2,Comparison,2022-06-21 23:19:39
2206,User_318,1,Current,2,Comparison,2022-06-21 20:22:00
2207,User_318,3,Submission,1,Analysis,2022-06-21 20:26:04
2207,User_318,1,Current,2,Comparison,2022-06-21 20:26:04
2207,User_318,3,Submission,2,Comparison,2022-06-21 20:30:25
1799,User_118,3,Submission,1,Analysis,2022-06-21 21:44:38
1799,User_118,1,Current,2,Comparison,2022-06-21 21:44:38
1799,User_118,3,Submission,2,Comparison,2022-06-21 22:18:30
2208,User_118,3,Submission,1,Analysis,2022-06-21 22:18:55
2208,User_118,1,Current,2,Comparison,2022-06-21 22:18:55
2208,User_118,3,Submission,2,Comparison,2022-06-21 22:43:28
2209,User_118,3,Submission,1,Analysis,2022-06-21 22:43:52
2209,User_118,1,Current,2,Comparison,2022-06-21 22:43:52
2209,User_118,3,Submission,2,Comparison,2022-06-21 22:45:57
2210,User_118,3,Submission,1,Analysis,2022-06-21 22:46:47
2210,User_118,1,Current,2,Comparison,2022-06-21 22:46:47
2210,User_118,3,Submission,2,Comparison,2022-06-21 22:55:29
2211,User_118,3,Submission,1,Analysis,2022-06-21 22:56:04
2211,User_118,1,Current,2,Comparison,2022-06-21 22:56:04
2211,User_118,3,Submission,2,Comparison,2022-06-21 22:57:30
2212,User_118,3,Submission,1,Analysis,2022-06-21 22:57:47
2212,User_118,1,Current,2,Comparison,2022-06-21 22:57:47
2212,User_118,3,Submission,2,Comparison,2022-06-21 22:58:02
2213,User_118,3,Submission,1,Analysis,2022-06-21 22:58:15
2213,User_118,1,Current,2,Comparison,2022-06-21 22:58:15
2213,User_118,3,Submission,2,Comparison,2022-06-21 22:59:40
2214,User_118,3,Submission,1,Analysis,2022-06-21 23:00:02
2214,User_118,1,Current,2,Comparison,2022-06-21 23:00:02
2214,User_118,3,Submission,2,Comparison,2022-06-21 23:07:01
2215,User_118,3,Submission,1,Analysis,2022-06-21 23:07:17
2215,User_118,1,Current,2,Comparison,2022-06-21 23:07:17
2216,User_118,3,Submission,2,Comparison,2022-06-21 23:16:33
2206,User_318,3,Submission,2,Comparison,2022-06-21 23:25:33
2218,User_118,3,Submission,2,Comparison,2022-06-21 23:26:52
2219,User_118,3,Submission,1,Analysis,2022-06-21 23:27:09
2219,User_118,1,Current,2,Comparison,2022-06-21 23:27:09
2219,User_118,3,Submission,2,Comparison,2022-06-21 23:27:59
2220,User_150,3,Submission,1,Analysis,2022-06-22 13:50:54
2220,User_150,1,Current,2,Comparison,2022-06-22 13:50:54
2220,User_150,3,Submission,2,Comparison,2022-06-22 14:16:11
1950,User_345,3,Submission,2,Comparison,2022-06-22 17:43:16
1954,User_345,3,Submission,2,Comparison,2022-06-22 17:45:02
1955,User_345,1,Current,2,Comparison,2022-06-22 17:45:13
1955,User_345,3,Submission,2,Comparison,2022-06-22 17:45:16
1956,User_345,1,Current,2,Comparison,2022-06-22 17:45:48
1825,User_216,3,Submission,1,Analysis,2022-06-22 18:12:09
1956,User_345,3,Submission,2,Comparison,2022-06-22 17:45:52
1951,User_345,1,Current,2,Comparison,2022-06-22 17:46:13
1951,User_345,3,Submission,2,Comparison,2022-06-22 17:46:15
1957,User_345,1,Current,2,Comparison,2022-06-22 17:46:31
1957,User_345,3,Submission,2,Comparison,2022-06-22 17:46:33
2099,User_345,1,Current,2,Comparison,2022-06-22 17:58:31
2099,User_345,3,Submission,2,Comparison,2022-06-22 17:59:47
2100,User_345,3,Submission,2,Comparison,2022-06-22 18:00:12
1953,User_345,3,Submission,2,Comparison,2022-06-22 18:00:31
2101,User_345,3,Submission,2,Comparison,2022-06-22 18:00:54
2102,User_345,3,Submission,2,Comparison,2022-06-22 18:01:12
2103,User_345,3,Submission,2,Comparison,2022-06-22 18:01:31
2222,User_149,1,Current,2,Comparison,2022-06-22 18:53:50
1825,User_216,3,Submission,2,Comparison,2022-06-22 18:16:31
1818,User_216,1,Current,2,Comparison,2022-06-22 18:35:01
1818,User_216,3,Submission,2,Comparison,2022-06-22 18:35:42
2222,User_149,1,Current,1,Analysis,2022-06-22 18:49:52
2222,User_149,3,Submission,1,Analysis,2022-06-22 18:50:32
