"assignment","user","typeid","type","stepid","step","updatedon"
933,User_130,3,Submission,1,Analysis,2022-06-02 14:52:52
933,User_130,1,Current,2,Comparison,2022-06-02 14:52:52
933,User_130,3,Submission,2,Comparison,2022-06-02 14:59:10
940,User_332,3,Submission,1,Analysis,2022-06-02 17:02:17
934,User_130,3,Submission,1,Analysis,2022-06-02 15:11:30
934,User_130,1,Current,2,Comparison,2022-06-02 15:11:30
934,User_130,3,Submission,2,Comparison,2022-06-02 15:18:36
935,User_229,1,Current,1,Analysis,2022-06-02 15:19:15
935,User_229,3,Submission,1,Analysis,2022-06-02 15:19:23
938,User_130,1,Current,2,Comparison,2022-06-02 15:36:54
936,User_130,3,Submission,1,Analysis,2022-06-02 15:24:35
936,User_130,1,Current,2,Comparison,2022-06-02 15:24:35
936,User_130,3,Submission,2,Comparison,2022-06-02 15:30:49
938,User_130,3,Submission,1,Analysis,2022-06-02 15:36:54
938,User_130,3,Submission,2,Comparison,2022-06-02 15:41:04
940,User_332,1,Current,1,Analysis,2022-06-02 17:01:58
940,User_332,1,Current,2,Comparison,2022-06-02 17:02:17
940,User_332,3,Submission,2,Comparison,2022-06-02 17:06:09
941,User_205,3,Submission,1,Analysis,2022-06-02 17:37:31
943,User_130,3,Submission,1,Analysis,2022-06-02 17:50:09
1012,User_315,3,Submission,1,Analysis,2022-06-03 04:49:02
1012,User_315,1,Current,2,Comparison,2022-06-03 04:50:44
1079,User_127,3,Submission,2,Comparison,2022-06-03 19:56:44
1472,User_120,3,Submission,1,Analysis,2022-06-08 23:19:21
943,User_130,1,Current,2,Comparison,2022-06-02 17:50:09
943,User_130,3,Submission,2,Comparison,2022-06-02 17:52:37
941,User_205,1,Current,2,Comparison,2022-06-02 17:52:49
937,User_229,1,Current,1,Analysis,2022-06-02 17:53:26
937,User_229,3,Submission,1,Analysis,2022-06-02 17:53:31
944,User_107,1,Current,2,Comparison,2022-06-02 19:17:28
937,User_229,1,Current,2,Comparison,2022-06-02 17:53:31
937,User_229,3,Submission,2,Comparison,2022-06-02 18:03:46
944,User_107,1,Current,1,Analysis,2022-06-02 19:11:51
944,User_107,3,Submission,1,Analysis,2022-06-02 19:11:59
944,User_107,3,Submission,2,Comparison,2022-06-02 19:17:31
945,User_107,1,Current,1,Analysis,2022-06-02 19:26:09
949,User_333,3,Submission,1,Analysis,2022-06-02 20:17:07
949,User_333,1,Current,2,Comparison,2022-06-02 20:20:51
945,User_107,3,Submission,1,Analysis,2022-06-02 19:26:13
1080,User_127,3,Submission,1,Analysis,2022-06-03 19:56:52
942,User_109,3,Submission,1,Analysis,2022-06-02 19:53:03
942,User_109,1,Current,2,Comparison,2022-06-02 19:53:03
942,User_109,3,Submission,2,Comparison,2022-06-02 20:01:50
931,User_135,1,Current,2,Comparison,2022-06-02 20:02:18
1080,User_127,1,Current,2,Comparison,2022-06-03 19:56:52
1136,User_328,3,Submission,2,Comparison,2022-06-05 13:15:31
1472,User_120,1,Current,2,Comparison,2022-06-08 23:19:21
1790,User_224,3,Submission,1,Analysis,2022-06-13 19:15:02
947,User_109,3,Submission,1,Analysis,2022-06-02 20:03:41
947,User_109,1,Current,2,Comparison,2022-06-02 20:03:41
947,User_109,3,Submission,2,Comparison,2022-06-02 20:08:41
950,User_109,3,Submission,1,Analysis,2022-06-02 20:12:24
950,User_109,1,Current,2,Comparison,2022-06-02 20:12:24
949,User_333,1,Current,1,Analysis,2022-06-02 20:14:42
950,User_109,3,Submission,2,Comparison,2022-06-02 20:17:23
951,User_109,3,Submission,1,Analysis,2022-06-02 20:20:13
951,User_109,1,Current,2,Comparison,2022-06-02 20:20:13
949,User_333,3,Submission,2,Comparison,2022-06-02 20:20:59
951,User_109,3,Submission,2,Comparison,2022-06-02 20:23:06
952,User_333,3,Submission,1,Analysis,2022-06-02 20:26:44
952,User_333,1,Current,2,Comparison,2022-06-02 20:26:44
952,User_333,3,Submission,2,Comparison,2022-06-02 20:30:34
965,User_107,3,Submission,1,Analysis,2022-06-02 21:24:26
844,User_101,3,Submission,1,Analysis,2022-06-02 20:32:34
953,User_333,3,Submission,1,Analysis,2022-06-02 20:34:37
953,User_333,1,Current,2,Comparison,2022-06-02 20:34:37
953,User_333,3,Submission,2,Comparison,2022-06-02 20:37:10
844,User_101,1,Current,2,Comparison,2022-06-02 20:40:52
954,User_333,3,Submission,1,Analysis,2022-06-02 20:43:33
954,User_333,1,Current,2,Comparison,2022-06-02 20:44:19
955,User_101,3,Submission,1,Analysis,2022-06-02 20:44:31
1080,User_127,3,Submission,2,Comparison,2022-06-03 19:58:26
1137,User_328,3,Submission,1,Analysis,2022-06-05 13:15:43
1137,User_328,1,Current,2,Comparison,2022-06-05 13:15:43
2163,User_201,3,Submission,2,Comparison,2022-06-20 21:13:41
956,User_101,1,Current,1,Analysis,2022-06-02 20:49:17
956,User_101,3,Submission,1,Analysis,2022-06-02 20:49:20
956,User_101,1,Current,2,Comparison,2022-06-02 20:49:20
946,User_226,3,Submission,1,Analysis,2022-06-02 20:52:25
1037,User_247,1,Current,2,Comparison,2022-06-03 15:33:34
1081,User_127,3,Submission,1,Analysis,2022-06-03 19:58:33
1081,User_127,1,Current,2,Comparison,2022-06-03 19:58:33
1791,User_255,3,Submission,1,Analysis,2022-06-13 19:15:43
946,User_226,1,Current,2,Comparison,2022-06-02 20:52:54
956,User_101,3,Submission,2,Comparison,2022-06-02 20:53:18
954,User_333,3,Submission,2,Comparison,2022-06-02 20:55:45
955,User_101,1,Current,2,Comparison,2022-06-02 20:58:25
958,User_333,3,Submission,1,Analysis,2022-06-02 21:07:12
959,User_326,1,Current,2,Comparison,2022-06-02 21:11:54
958,User_333,1,Current,2,Comparison,2022-06-02 21:07:12
957,User_101,3,Submission,1,Analysis,2022-06-02 21:07:43
958,User_333,3,Submission,2,Comparison,2022-06-02 21:11:16
959,User_326,3,Submission,1,Analysis,2022-06-02 21:11:54
1000,User_100,3,Submission,2,Comparison,2022-06-03 00:56:57
1046,User_135,1,Current,1,Analysis,2022-06-03 16:21:39
1791,User_255,1,Current,2,Comparison,2022-06-13 19:15:43
2164,User_201,3,Submission,1,Analysis,2022-06-20 21:13:51
2164,User_201,1,Current,2,Comparison,2022-06-20 21:13:51
960,User_101,1,Current,1,Analysis,2022-06-02 21:12:45
960,User_101,3,Submission,1,Analysis,2022-06-02 21:12:48
961,User_333,3,Submission,1,Analysis,2022-06-02 21:14:37
961,User_333,1,Current,2,Comparison,2022-06-02 21:14:37
960,User_101,1,Current,2,Comparison,2022-06-02 21:20:52
1001,User_100,3,Submission,1,Analysis,2022-06-03 00:57:09
1001,User_100,1,Current,2,Comparison,2022-06-03 00:57:09
1013,User_247,3,Submission,2,Comparison,2022-06-03 13:09:02
1081,User_127,3,Submission,2,Comparison,2022-06-03 20:00:35
945,User_107,1,Current,2,Comparison,2022-06-02 21:14:47
959,User_326,3,Submission,2,Comparison,2022-06-02 21:14:48
945,User_107,3,Submission,2,Comparison,2022-06-02 21:14:51
962,User_326,3,Submission,1,Analysis,2022-06-02 21:15:02
962,User_326,1,Current,2,Comparison,2022-06-02 21:15:02
962,User_326,3,Submission,2,Comparison,2022-06-02 21:17:54
964,User_326,3,Submission,1,Analysis,2022-06-02 21:18:26
964,User_326,1,Current,2,Comparison,2022-06-02 21:18:26
1001,User_100,3,Submission,2,Comparison,2022-06-03 00:59:17
1082,User_127,3,Submission,1,Analysis,2022-06-03 20:00:44
963,User_107,1,Current,1,Analysis,2022-06-02 21:19:21
963,User_107,3,Submission,1,Analysis,2022-06-02 21:19:25
964,User_326,3,Submission,2,Comparison,2022-06-02 21:21:14
967,User_326,3,Submission,1,Analysis,2022-06-02 21:21:39
967,User_326,1,Current,2,Comparison,2022-06-02 21:21:39
966,User_101,3,Submission,1,Analysis,2022-06-02 21:24:12
965,User_107,1,Current,1,Analysis,2022-06-02 21:24:23
966,User_101,1,Current,2,Comparison,2022-06-02 21:29:16
1002,User_100,3,Submission,1,Analysis,2022-06-03 00:59:41
963,User_107,1,Current,2,Comparison,2022-06-08 21:25:40
967,User_326,3,Submission,2,Comparison,2022-06-02 21:25:20
968,User_326,3,Submission,1,Analysis,2022-06-02 21:25:47
961,User_333,3,Submission,2,Comparison,2022-06-02 21:26:29
965,User_107,1,Current,2,Comparison,2022-06-02 21:28:27
965,User_107,3,Submission,2,Comparison,2022-06-02 21:28:30
968,User_326,1,Current,2,Comparison,2022-06-02 21:29:14
970,User_107,1,Current,1,Analysis,2022-06-02 21:31:29
970,User_107,3,Submission,1,Analysis,2022-06-02 21:31:31
969,User_333,3,Submission,1,Analysis,2022-06-02 21:31:40
970,User_107,1,Current,2,Comparison,2022-06-02 21:38:21
1002,User_100,1,Current,2,Comparison,2022-06-03 00:59:41
1082,User_127,1,Current,2,Comparison,2022-06-03 20:00:44
969,User_333,1,Current,2,Comparison,2022-06-02 21:31:40
971,User_101,3,Submission,1,Analysis,2022-06-02 21:32:20
969,User_333,3,Submission,2,Comparison,2022-06-02 21:36:29
970,User_107,3,Submission,2,Comparison,2022-06-02 21:38:24
974,User_333,3,Submission,1,Analysis,2022-06-02 21:38:55
972,User_236,1,Current,1,Analysis,2022-06-07 18:04:29
974,User_333,1,Current,2,Comparison,2022-06-02 21:38:55
982,User_236,1,Current,1,Analysis,2022-06-02 21:54:18
974,User_333,3,Submission,2,Comparison,2022-06-02 21:43:28
973,User_236,1,Current,1,Analysis,2022-06-06 20:20:26
982,User_236,1,Current,2,Comparison,2022-06-02 21:58:15
987,User_236,3,Submission,1,Analysis,2022-06-02 22:07:23
975,User_236,1,Current,1,Analysis,2022-06-03 22:24:48
976,User_333,3,Submission,1,Analysis,2022-06-02 21:46:27
976,User_333,1,Current,2,Comparison,2022-06-02 21:46:27
971,User_101,1,Current,2,Comparison,2022-06-02 21:48:28
976,User_333,3,Submission,2,Comparison,2022-06-02 21:48:29
1002,User_100,3,Submission,2,Comparison,2022-06-03 01:03:47
1082,User_127,3,Submission,2,Comparison,2022-06-03 20:02:20
1137,User_328,3,Submission,2,Comparison,2022-06-05 13:16:57
1536,User_248,3,Submission,1,Analysis,2022-06-09 17:40:02
971,User_101,3,Submission,2,Comparison,2022-06-02 21:49:02
980,User_101,3,Submission,1,Analysis,2022-06-02 21:53:04
982,User_236,3,Submission,1,Analysis,2022-06-02 21:54:22
982,User_236,3,Submission,2,Comparison,2022-06-02 21:59:10
980,User_101,1,Current,2,Comparison,2022-06-02 22:11:14
979,User_236,1,Current,1,Analysis,2022-06-03 22:11:19
981,User_236,1,Current,1,Analysis,2022-06-03 22:21:37
968,User_326,3,Submission,2,Comparison,2022-06-02 22:04:07
986,User_326,3,Submission,1,Analysis,2022-06-02 22:05:27
986,User_326,1,Current,2,Comparison,2022-06-02 22:05:27
986,User_326,3,Submission,2,Comparison,2022-06-02 22:06:51
987,User_236,1,Current,1,Analysis,2022-06-02 22:07:06
988,User_326,3,Submission,1,Analysis,2022-06-02 22:07:21
988,User_326,1,Current,2,Comparison,2022-06-02 22:07:21
1003,User_100,3,Submission,1,Analysis,2022-06-03 01:03:57
1003,User_100,1,Current,2,Comparison,2022-06-03 01:03:57
1083,User_127,3,Submission,1,Analysis,2022-06-03 20:02:29
1083,User_127,1,Current,2,Comparison,2022-06-03 20:02:29
1138,User_328,3,Submission,1,Analysis,2022-06-05 13:17:07
1138,User_328,1,Current,2,Comparison,2022-06-05 13:17:07
984,User_236,1,Current,1,Analysis,2022-06-06 20:10:44
985,User_236,1,Current,1,Analysis,2022-06-07 18:07:20
1545,User_311,3,Submission,1,Analysis,2022-06-09 17:50:06
1545,User_311,1,Current,2,Comparison,2022-06-09 17:50:06
1608,User_141,3,Submission,1,Analysis,2022-06-09 21:33:54
987,User_236,1,Current,2,Comparison,2022-06-03 22:08:36
988,User_326,3,Submission,2,Comparison,2022-06-02 22:11:03
980,User_101,3,Submission,2,Comparison,2022-06-02 22:11:16
989,User_326,3,Submission,1,Analysis,2022-06-02 22:13:01
989,User_326,1,Current,2,Comparison,2022-06-02 22:13:01
1003,User_100,3,Submission,2,Comparison,2022-06-03 01:05:15
1083,User_127,3,Submission,2,Comparison,2022-06-03 20:05:36
1138,User_328,3,Submission,2,Comparison,2022-06-05 13:18:02
1608,User_141,1,Current,2,Comparison,2022-06-09 21:33:54
2164,User_201,3,Submission,2,Comparison,2022-06-20 21:15:04
990,User_101,1,Current,1,Analysis,2022-06-02 22:14:06
990,User_101,3,Submission,1,Analysis,2022-06-02 22:15:09
989,User_326,3,Submission,2,Comparison,2022-06-02 22:22:54
992,User_326,3,Submission,1,Analysis,2022-06-02 22:23:04
992,User_326,1,Current,2,Comparison,2022-06-02 22:24:12
990,User_101,1,Current,2,Comparison,2022-06-02 22:26:33
1004,User_100,3,Submission,1,Analysis,2022-06-03 01:05:33
1004,User_100,1,Current,2,Comparison,2022-06-03 01:05:33
1015,User_247,3,Submission,1,Analysis,2022-06-03 13:13:04
1015,User_247,1,Current,2,Comparison,2022-06-03 13:13:04
992,User_326,3,Submission,2,Comparison,2022-06-02 22:26:53
993,User_326,3,Submission,1,Analysis,2022-06-02 22:27:03
993,User_326,1,Current,2,Comparison,2022-06-02 22:27:03
990,User_101,3,Submission,2,Comparison,2022-06-02 22:27:24
994,User_101,1,Current,1,Analysis,2022-06-02 22:30:06
994,User_101,3,Submission,1,Analysis,2022-06-02 22:30:13
994,User_101,1,Current,2,Comparison,2022-06-02 22:30:13
993,User_326,3,Submission,2,Comparison,2022-06-02 22:31:56
995,User_326,3,Submission,1,Analysis,2022-06-02 22:32:07
995,User_326,1,Current,2,Comparison,2022-06-02 22:32:07
994,User_101,3,Submission,2,Comparison,2022-06-02 22:32:47
996,User_101,1,Current,1,Analysis,2022-06-02 22:36:15
996,User_101,3,Submission,1,Analysis,2022-06-02 22:36:20
995,User_326,3,Submission,2,Comparison,2022-06-02 22:41:15
997,User_326,3,Submission,1,Analysis,2022-06-02 22:41:27
996,User_101,1,Current,2,Comparison,2022-06-02 22:51:15
997,User_326,1,Current,2,Comparison,2022-06-02 22:50:57
996,User_101,3,Submission,2,Comparison,2022-06-02 22:51:18
997,User_326,3,Submission,2,Comparison,2022-06-02 22:51:39
998,User_101,1,Current,1,Analysis,2022-06-02 22:54:27
998,User_101,3,Submission,1,Analysis,2022-06-02 22:54:31
998,User_101,1,Current,2,Comparison,2022-06-02 23:08:39
998,User_101,3,Submission,2,Comparison,2022-06-02 23:08:41
955,User_101,3,Submission,2,Comparison,2022-06-02 23:21:15
960,User_101,3,Submission,2,Comparison,2022-06-02 23:27:20
999,User_319,1,Current,1,Analysis,2022-06-02 23:27:28
999,User_319,3,Submission,1,Analysis,2022-06-02 23:27:32
966,User_101,3,Submission,2,Comparison,2022-06-02 23:28:26
999,User_319,1,Current,2,Comparison,2022-06-02 23:29:05
999,User_319,3,Submission,2,Comparison,2022-06-02 23:29:18
833,User_100,3,Submission,2,Comparison,2022-06-03 00:42:31
834,User_100,3,Submission,2,Comparison,2022-06-03 00:51:46
835,User_100,3,Submission,1,Analysis,2022-06-03 00:52:17
835,User_100,1,Current,2,Comparison,2022-06-03 00:52:17
835,User_100,3,Submission,2,Comparison,2022-06-03 00:55:20
1000,User_100,3,Submission,1,Analysis,2022-06-03 00:55:34
1000,User_100,1,Current,2,Comparison,2022-06-03 00:55:34
1010,User_315,3,Submission,2,Comparison,2022-06-03 04:44:55
1013,User_247,1,Current,1,Analysis,2022-06-03 12:11:55
1013,User_247,3,Submission,1,Analysis,2022-06-03 12:13:02
1013,User_247,1,Current,2,Comparison,2022-06-03 12:13:02
1014,User_229,1,Current,1,Analysis,2022-06-03 12:53:33
1014,User_229,3,Submission,1,Analysis,2022-06-03 12:53:39
1016,User_229,1,Current,1,Analysis,2022-06-03 13:43:04
1016,User_229,3,Submission,1,Analysis,2022-06-03 13:43:09
1084,User_127,3,Submission,1,Analysis,2022-06-03 20:05:45
1084,User_127,1,Current,2,Comparison,2022-06-03 20:05:45
1139,User_328,3,Submission,1,Analysis,2022-06-05 13:18:14
1139,User_328,1,Current,2,Comparison,2022-06-05 13:18:14
2165,User_201,3,Submission,1,Analysis,2022-06-20 21:15:12
2165,User_201,1,Current,2,Comparison,2022-06-20 21:15:12
1016,User_229,1,Current,2,Comparison,2022-06-03 13:55:31
1016,User_229,3,Submission,2,Comparison,2022-06-03 13:55:36
1019,User_226,1,Current,1,Analysis,2022-06-03 14:17:14
1019,User_226,3,Submission,1,Analysis,2022-06-03 14:18:12
1019,User_226,1,Current,2,Comparison,2022-06-03 14:18:12
1084,User_127,3,Submission,2,Comparison,2022-06-03 20:10:52
1018,User_135,3,Submission,1,Analysis,2022-06-03 14:18:17
1018,User_135,1,Current,2,Comparison,2022-06-03 14:18:17
1017,User_229,1,Current,1,Analysis,2022-06-03 14:22:24
1017,User_229,3,Submission,1,Analysis,2022-06-03 14:22:29
1021,User_229,3,Submission,1,Analysis,2022-06-03 14:34:04
1018,User_135,3,Submission,2,Comparison,2022-06-03 14:23:46
931,User_135,3,Submission,2,Comparison,2022-06-03 14:24:37
1020,User_135,3,Submission,1,Analysis,2022-06-03 14:27:19
1017,User_229,1,Current,2,Comparison,2022-06-03 14:29:23
1027,User_135,3,Submission,1,Analysis,2022-06-03 14:47:50
1027,User_135,1,Current,2,Comparison,2022-06-03 14:47:50
1085,User_127,3,Submission,1,Analysis,2022-06-03 20:10:59
1085,User_127,1,Current,2,Comparison,2022-06-03 20:10:59
1111,User_207,3,Submission,1,Analysis,2022-06-04 18:17:18
1139,User_328,3,Submission,2,Comparison,2022-06-05 13:19:55
1020,User_135,1,Current,2,Comparison,2022-06-03 14:27:19
1017,User_229,3,Submission,2,Comparison,2022-06-03 14:29:31
1020,User_135,3,Submission,2,Comparison,2022-06-03 14:32:33
1019,User_226,3,Submission,2,Comparison,2022-06-03 14:33:18
1021,User_229,1,Current,1,Analysis,2022-06-03 14:33:52
1022,User_135,3,Submission,1,Analysis,2022-06-03 14:34:02
1022,User_135,1,Current,2,Comparison,2022-06-03 14:34:02
1015,User_247,3,Submission,2,Comparison,2022-06-03 14:34:43
1022,User_135,3,Submission,2,Comparison,2022-06-03 14:36:32
1024,User_247,3,Submission,1,Analysis,2022-06-03 14:38:31
1024,User_247,1,Current,2,Comparison,2022-06-03 14:38:31
1025,User_135,3,Submission,1,Analysis,2022-06-03 14:38:46
1025,User_135,1,Current,2,Comparison,2022-06-03 14:38:46
1025,User_135,3,Submission,2,Comparison,2022-06-03 14:41:55
1026,User_135,3,Submission,1,Analysis,2022-06-03 14:44:05
1026,User_135,1,Current,2,Comparison,2022-06-03 14:44:05
1026,User_135,3,Submission,2,Comparison,2022-06-03 14:45:05
1024,User_247,3,Submission,2,Comparison,2022-06-03 14:50:16
1027,User_135,3,Submission,2,Comparison,2022-06-03 14:51:36
1028,User_247,3,Submission,1,Analysis,2022-06-03 14:53:12
1028,User_247,1,Current,2,Comparison,2022-06-03 14:53:12
1029,User_135,3,Submission,1,Analysis,2022-06-03 14:53:26
1029,User_135,1,Current,2,Comparison,2022-06-03 14:53:26
1140,User_328,3,Submission,1,Analysis,2022-06-05 13:20:07
1029,User_135,3,Submission,2,Comparison,2022-06-03 14:56:10
1030,User_135,3,Submission,1,Analysis,2022-06-03 14:57:16
1030,User_135,1,Current,2,Comparison,2022-06-03 14:57:16
1030,User_135,3,Submission,2,Comparison,2022-06-03 14:58:56
1028,User_247,3,Submission,2,Comparison,2022-06-03 14:59:29
1023,User_226,1,Current,1,Analysis,2022-06-03 15:00:09
1140,User_328,1,Current,2,Comparison,2022-06-05 13:20:07
1023,User_226,3,Submission,1,Analysis,2022-06-03 15:00:11
1023,User_226,1,Current,2,Comparison,2022-06-03 15:00:11
1032,User_247,3,Submission,1,Analysis,2022-06-03 15:01:16
1032,User_247,1,Current,2,Comparison,2022-06-03 15:01:16
1031,User_135,3,Submission,1,Analysis,2022-06-03 15:03:20
1031,User_135,1,Current,2,Comparison,2022-06-03 15:03:20
1033,User_130,3,Submission,1,Analysis,2022-06-03 15:05:50
1033,User_130,1,Current,2,Comparison,2022-06-03 15:05:50
1032,User_247,3,Submission,2,Comparison,2022-06-03 15:06:08
1031,User_135,3,Submission,2,Comparison,2022-06-03 15:08:41
1034,User_247,3,Submission,1,Analysis,2022-06-03 15:08:57
1034,User_247,1,Current,2,Comparison,2022-06-03 15:08:57
1033,User_130,3,Submission,2,Comparison,2022-06-03 15:27:52
1036,User_130,3,Submission,1,Analysis,2022-06-03 15:31:42
1036,User_130,1,Current,2,Comparison,2022-06-03 15:31:42
1034,User_247,3,Submission,2,Comparison,2022-06-03 15:31:42
1037,User_247,3,Submission,1,Analysis,2022-06-03 15:33:34
1037,User_247,3,Submission,2,Comparison,2022-06-03 15:35:57
1038,User_247,3,Submission,1,Analysis,2022-06-03 15:37:05
1038,User_247,1,Current,2,Comparison,2022-06-03 15:37:05
1038,User_247,3,Submission,2,Comparison,2022-06-03 15:38:07
1039,User_247,3,Submission,1,Analysis,2022-06-03 15:39:25
1039,User_247,1,Current,2,Comparison,2022-06-03 15:39:25
1085,User_127,3,Submission,2,Comparison,2022-06-03 20:12:08
1039,User_247,3,Submission,2,Comparison,2022-06-03 15:46:26
978,User_236,1,Current,1,Analysis,2022-06-03 15:48:27
1040,User_247,3,Submission,1,Analysis,2022-06-03 15:48:31
1040,User_247,1,Current,2,Comparison,2022-06-03 15:48:31
1059,User_130,1,Current,2,Comparison,2022-06-03 17:58:31
978,User_236,3,Submission,1,Analysis,2022-06-03 15:48:34
1036,User_130,3,Submission,2,Comparison,2022-06-03 15:53:44
978,User_236,1,Current,2,Comparison,2022-06-03 15:55:18
978,User_236,3,Submission,2,Comparison,2022-06-03 15:55:23
1041,User_130,3,Submission,1,Analysis,2022-06-03 15:57:13
1041,User_130,1,Current,2,Comparison,2022-06-03 15:57:13
1046,User_135,3,Submission,1,Analysis,2022-06-03 16:22:24
977,User_236,1,Current,1,Analysis,2022-06-03 15:58:17
977,User_236,3,Submission,1,Analysis,2022-06-03 15:58:22
1041,User_130,3,Submission,2,Comparison,2022-06-03 16:00:44
1040,User_247,3,Submission,2,Comparison,2022-06-03 16:01:28
1044,User_247,3,Submission,1,Analysis,2022-06-03 16:02:59
977,User_236,1,Current,2,Comparison,2022-06-03 16:09:40
1086,User_127,3,Submission,1,Analysis,2022-06-03 20:12:16
1086,User_127,1,Current,2,Comparison,2022-06-03 20:12:16
1140,User_328,3,Submission,2,Comparison,2022-06-05 13:21:48
